ticker,company_name,statement,fiscal_year_end,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,PreferredStockDividends,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeDiscontinuousOperations,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,RentAndLandingFees,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,Amortization,ResearchAndDevelopment,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,OtherIncomeExpense,GainOnSaleOfBusiness,EarningsFromEquityInterest,GainOnSaleOfSecurity,ImpairmentOfCapitalAssets,NetPolicyholderBenefitsAndClaims,InsuranceAndClaims,AverageDilutionEarnings,GainOnSaleOfPPE,SecuritiesAmortization,OtherTaxes,ProvisionForDoubtfulAccounts,DepreciationAmortizationDepletionIncomeStatement,SalariesAndWages,EarningsFromEquityInterestNetOfTax,AmortizationOfIntangiblesIncomeStatement,OtherGandA,NetIncomeExtraordinary,ExciseTaxes
AC.PA,Accor,income_statement,2025-12-31,-16827000.0,0.237,1210000000.0,-71000000.0,-71000000.0,449000000.0,330000000.0,2699000000.0,1139000000.0,809000000.0,-109000000.0,158000000.0,41000000.0,503173000.0,449000000.0,4770000000.0,179000000.0,807000000.0,239764615.0,239391366.0,1.61,1.61,385000000.0,385000000.0,64000000.0,0.0,449000000.0,-50000000.0,499000000.0,,499000000.0,152000000.0,651000000.0,-27000000.0,-64000000.0,41000000.0,-15000000.0,38000000.0,-109000000.0,-8000000.0,158000000.0,41000000.0,869000000.0,2071000000.0,1562000000.0,330000000.0,330000000.0,179000000.0,2940000000.0,2699000000.0,5639000000.0,5639000000.0,,,,,,,,,,,,,,,,,,,,,,,,
AC.PA,Accor,income_statement,2024-12-31,-15768000.0,0.292,1386000000.0,-54000000.0,-54000000.0,610000000.0,341000000.0,2717000000.0,1332000000.0,991000000.0,-88000000.0,141000000.0,44000000.0,648232000.0,610000000.0,4827000000.0,188000000.0,786000000.0,246337615.0,245703487.0,2.33,2.34,610000000.0,575000000.0,35000000.0,0.0,610000000.0,-47000000.0,657000000.0,0.0,657000000.0,193000000.0,850000000.0,-37000000.0,6000000.0,-50000000.0,-47000000.0,91000000.0,-88000000.0,-9000000.0,141000000.0,44000000.0,779000000.0,2110000000.0,1581000000.0,341000000.0,341000000.0,188000000.0,2889000000.0,2717000000.0,5606000000.0,5606000000.0,,,,,,,,,,,,,,,,,,,,,,,,
AC.PA,Accor,income_statement,2023-12-31,2642120.765832,0.057437,1039000000.0,46000000.0,46000000.0,623000000.0,279000000.0,2637000000.0,1085000000.0,806000000.0,-82000000.0,127000000.0,52000000.0,579642120.765832,633000000.0,4332000000.0,23000000.0,735000000.0,252289352.0,252289352.0,2.509024,2.509024,588000000.0,588000000.0,45000000.0,,633000000.0,-17000000.0,650000000.0,10000000.0,640000000.0,39000000.0,679000000.0,-38000000.0,12000000.0,14000000.0,-37000000.0,11000000.0,-82000000.0,7000000.0,127000000.0,52000000.0,724000000.0,1830000000.0,1393000000.0,279000000.0,279000000.0,158000000.0,2554000000.0,2502000000.0,5056000000.0,5056000000.0,,,,,,,,,,,,,,,,,,,,,,,,
AC.PA,Accor,income_statement,2022-12-31,11234782.608696,0.165217,726000000.0,68000000.0,68000000.0,359000000.0,228000000.0,2179000000.0,794000000.0,566000000.0,-115000000.0,106000000.0,13000000.0,302234782.608696,402000000.0,3777000000.0,105000000.0,543000000.0,289208633.0,287142857.0,1.39,1.4,402000000.0,402000000.0,0.0,0.0,402000000.0,-25000000.0,426000000.0,43000000.0,384000000.0,76000000.0,460000000.0,-3000000.0,66000000.0,-43000000.0,-61000000.0,38000000.0,-115000000.0,9000000.0,106000000.0,13000000.0,447000000.0,1598000000.0,1265000000.0,228000000.0,228000000.0,105000000.0,2045000000.0,2179000000.0,4224000000.0,4224000000.0,,,,,,,,,,,,,,,,,,,,,,,,
AC.PA,Accor,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,77000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI.PA,Air Liquide,income_statement,2025-12-31,11188800.0,0.252,7484300000.0,44400000.0,44400000.0,3517900000.0,2563500000.0,9651200000.0,7528700000.0,4965200000.0,-396200000.0,82700000.0,69000000.0,3484688800.0,3517900000.0,21705900000.0,,5278700000.0,578601974.0,576790647.0,6.08,6.1,3517900000.0,3517900000.0,0.0,,3517900000.0,-126500000.0,3644400000.0,,3644400000.0,1230500000.0,4882500000.0,,44400000.0,-267500000.0,,223100000.0,-396200000.0,382500000.0,82700000.0,69000000.0,5234300000.0,12054700000.0,4402800000.0,2563500000.0,2362200000.0,,17289000000.0,9651200000.0,26940200000.0,26940200000.0,201300000.0,,,,,,,,,,,,,,,,,,,,,,,
AI.PA,Air Liquide,income_statement,2024-12-31,-50830690.051246,0.239994,7323000000.0,-211800000.0,-211800000.0,3306100000.0,2505100000.0,10008200000.0,7111200000.0,4606100000.0,-418400000.0,78900000.0,75000000.0,3467069309.948754,3306100000.0,21900400000.0,,4945600000.0,635788462.0,634103320.0,5.2,5.218182,3306100000.0,3306100000.0,0.0,,3306100000.0,-133900000.0,3440000000.0,,3440000000.0,1086500000.0,4527200000.0,,-211800000.0,-14300000.0,,226100000.0,-418400000.0,414500000.0,78900000.0,75000000.0,5157400000.0,11892200000.0,4221400000.0,2505100000.0,2302000000.0,,17049600000.0,10008200000.0,27057800000.0,27057800000.0,203100000.0,,,,,,,,,,,,,,,,,,,,,,,
AI.PA,Air Liquide,income_statement,2023-12-31,-116181000.0,0.234,7206900000.0,-496500000.0,-496500000.0,3078000000.0,2482000000.0,11146800000.0,6710400000.0,4228400000.0,-416200000.0,73100000.0,69400000.0,3458319000.0,3078000000.0,22539600000.0,,4571500000.0,635234522.0,633388801.0,4.845455,4.863636,3078000000.0,3078000000.0,0.0,,3078000000.0,-110400000.0,3188400000.0,,3188400000.0,971800000.0,4155300000.0,,-496500000.0,332700000.0,,163800000.0,-416200000.0,412500000.0,73100000.0,69400000.0,5068000000.0,11392800000.0,4045200000.0,2482000000.0,2277600000.0,,16460800000.0,11146800000.0,27607600000.0,27607600000.0,204400000.0,,,,,,,,,,,,,,,,,,,,,,,
AI.PA,Air Liquide,income_statement,2022-12-31,-146669900.0,0.257,6986500000.0,-570700000.0,-570700000.0,2758800000.0,2465900000.0,13813000000.0,6415800000.0,3949900000.0,-386000000.0,44800000.0,33000000.0,3182830100.0,2758800000.0,25072200000.0,,4291100000.0,633949423.0,631703514.0,4.355372,4.363636,2758800000.0,2758800000.0,0.0,,2758800000.0,-145100000.0,2903900000.0,,2903900000.0,1002300000.0,3905100000.0,,-570700000.0,697500000.0,,-126800000.0,-386000000.0,374200000.0,44800000.0,33000000.0,4861800000.0,11259200000.0,4074200000.0,2465900000.0,2262100000.0,,16121000000.0,13813000000.0,29934000000.0,29934000000.0,203800000.0,,,,,,,,,,,,,,,,,,,,,,,
AIR.PA,Airbus,income_statement,2025-12-31,51465000.0,0.219,,235000000.0,235000000.0,5221000000.0,3133000000.0,62453000000.0,10253000000.0,7120000000.0,45000000.0,770000000.0,732000000.0,5037465000.0,5221000000.0,68184000000.0,,,790892128.0,789573213.0,6.6,6.61,5221000000.0,5221000000.0,0.0,,5221000000.0,261000000.0,4960000000.0,,4960000000.0,1390000000.0,6350000000.0,491000000.0,,,,,45000000.0,-83000000.0,770000000.0,732000000.0,5236000000.0,5731000000.0,,,,,10967000000.0,62453000000.0,73420000000.0,73420000000.0,,3153000000.0,2578000000.0,856000000.0,1722000000.0,,,,,,,,,,,,,,,,,,,
AIR.PA,Airbus,income_statement,2024-12-31,-47176036.866359,0.248295,,-190000000.0,-190000000.0,4232000000.0,2853000000.0,58555000000.0,9178000000.0,6325000000.0,39000000.0,900000000.0,803000000.0,4374823963.133641,4232000000.0,64426000000.0,,,790991077.0,789961671.0,5.35,5.36,4232000000.0,4232000000.0,0.0,,4232000000.0,154000000.0,4078000000.0,,4078000000.0,1347000000.0,5425000000.0,106000000.0,,,,,39000000.0,-136000000.0,900000000.0,803000000.0,4804000000.0,5871000000.0,,,,,10675000000.0,58555000000.0,69230000000.0,69230000000.0,,3250000000.0,2621000000.0,877000000.0,1744000000.0,,,,,,,,,,,,,,,,,,,
AIR.PA,Airbus,income_statement,2023-12-31,9453554.204236,0.242399,,39000000.0,39000000.0,3789000000.0,2242000000.0,55402000000.0,7767000000.0,5525000000.0,90000000.0,756000000.0,728000000.0,3759453554.204236,3789000000.0,61180000000.0,,,789760599.0,788720779.0,4.8,4.8,3789000000.0,3789000000.0,0.0,,3789000000.0,176000000.0,3613000000.0,,3613000000.0,1156000000.0,4769000000.0,34000000.0,,,,,90000000.0,-118000000.0,756000000.0,728000000.0,4266000000.0,5778000000.0,,,,,10044000000.0,55402000000.0,65446000000.0,65446000000.0,,3257000000.0,2521000000.0,867000000.0,1654000000.0,,,,,,,,,,,,,,,,,,,
AIR.PA,Airbus,income_statement,2022-12-31,-65740000.0,0.19,,-346000000.0,-346000000.0,4247000000.0,2716000000.0,48192000000.0,8203000000.0,5487000000.0,195000000.0,412000000.0,188000000.0,4527260000.0,4247000000.0,53511000000.0,,,787753485.0,787080579.0,5.39,5.4,4247000000.0,4247000000.0,0.0,,4247000000.0,111000000.0,4136000000.0,,4136000000.0,939000000.0,5075000000.0,-119000000.0,,,,,195000000.0,-419000000.0,412000000.0,188000000.0,5252000000.0,5319000000.0,,,,,10571000000.0,48192000000.0,58763000000.0,58763000000.0,,3079000000.0,2240000000.0,788000000.0,1452000000.0,,,,,,,,,,,,,,,,,,,
ALO.PA,Alstom,income_statement,2026-03-31,-51246000.0,0.351,1458000000.0,-146000000.0,-146000000.0,323000000.0,813000000.0,16819000000.0,1312000000.0,499000000.0,-174000000.0,120000000.0,30000000.0,417754000.0,324000000.0,18472000000.0,,,465362712.0,461900109.0,0.6,0.61,324000000.0,324000000.0,0.0,,324000000.0,-41000000.0,365000000.0,1000000.0,364000000.0,199000000.0,379000000.0,,-155000000.0,81000000.0,,74000000.0,-174000000.0,84000000.0,120000000.0,30000000.0,699000000.0,1653000000.0,,,,,2352000000.0,16819000000.0,19171000000.0,19171000000.0,,623000000.0,1030000000.0,359000000.0,671000000.0,,,,,,,,,,,,,,,,,,,
ALO.PA,Alstom,income_statement,2025-03-31,-1500000.0,0.25,1264000000.0,-6000000.0,-6000000.0,153000000.0,874000000.0,16185000000.0,1258000000.0,384000000.0,-204000000.0,135000000.0,38000000.0,157500000.0,149000000.0,17828000000.0,,463000000.0,451624740.0,448610045.0,0.31,0.31,149000000.0,149000000.0,0.0,,149000000.0,-30000000.0,179000000.0,-4000000.0,183000000.0,182000000.0,249000000.0,,4000000.0,-20000000.0,,16000000.0,-204000000.0,107000000.0,135000000.0,38000000.0,661000000.0,1643000000.0,,,,,2304000000.0,16185000000.0,18489000000.0,18489000000.0,,581000000.0,1062000000.0,363000000.0,699000000.0,,,,,,,,,,,,,,,,,,,
ALO.PA,Alstom,income_statement,2024-03-31,-122000000.0,0.25,1281000000.0,-488000000.0,-488000000.0,-307000000.0,836000000.0,15406000000.0,793000000.0,-43000000.0,-262000000.0,211000000.0,27000000.0,59000000.0,-309000000.0,17123000000.0,,-12000000.0,384624829.0,383027548.0,-0.81,-0.81,-309000000.0,-309000000.0,0.0,,-309000000.0,-30000000.0,-279000000.0,-2000000.0,-277000000.0,6000000.0,-254000000.0,,-508000000.0,,,508000000.0,-262000000.0,78000000.0,211000000.0,27000000.0,496000000.0,1717000000.0,,,,,2213000000.0,15406000000.0,17619000000.0,17619000000.0,,609000000.0,1108000000.0,383000000.0,725000000.0,,,,,,,,,,,,,,,,,,,
ALO.PA,Alstom,income_statement,2023-03-31,-85750000.0,0.25,1135000000.0,-343000000.0,-343000000.0,-128000000.0,886000000.0,14541000000.0,792000000.0,-94000000.0,-129000000.0,88000000.0,10000000.0,129250000.0,-132000000.0,16217000000.0,,,377849788.0,375523158.0,-0.35,-0.35,-132000000.0,-132000000.0,0.0,,-132000000.0,-24000000.0,-108000000.0,-4000000.0,-104000000.0,34000000.0,-182000000.0,,-369000000.0,30000000.0,,339000000.0,-129000000.0,51000000.0,88000000.0,10000000.0,290000000.0,1676000000.0,,,,,1966000000.0,14541000000.0,16507000000.0,16507000000.0,,580000000.0,1096000000.0,375000000.0,721000000.0,,,,,,,,,,,,,,,,,,,
ALO.PA,Alstom,income_statement,2022-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,144000000.0,,,,,,,,,12000000.0,0.0,,,,,,12000000.0,,,,,,,,,,,,,,,,,,,,,,,
MT.AS,ArcelorMittal,income_statement,2025-12-31,199234036.646308,0.099667,5125000000.0,1999000000.0,1999000000.0,3152000000.0,2945000000.0,56976000000.0,7124000000.0,4179000000.0,-656000000.0,577000000.0,281000000.0,1352234036.646308,3152000000.0,59891000000.0,,3628000000.0,766000000.0,763000000.0,4.11,4.13,3152000000.0,3152000000.0,,,3152000000.0,-91000000.0,3243000000.0,,3243000000.0,359000000.0,3602000000.0,,1735000000.0,,123000000.0,-1858000000.0,-656000000.0,360000000.0,577000000.0,281000000.0,1461000000.0,2915000000.0,309000000.0,,,,4376000000.0,56976000000.0,61352000000.0,61352000000.0,,,2606000000.0,,,2797000000.0,,798000000.0,264000000.0,,,,,,,,,,,,,,,
MT.AS,ArcelorMittal,income_statement,2024-12-31,-116760000.0,0.21,6613000000.0,-556000000.0,-556000000.0,1339000000.0,2632000000.0,56653000000.0,6057000000.0,3425000000.0,-407000000.0,510000000.0,400000000.0,1778240000.0,1339000000.0,59333000000.0,,3310000000.0,791000000.0,788000000.0,1.69,1.7,1339000000.0,1339000000.0,,,1339000000.0,-41000000.0,1380000000.0,,1380000000.0,1535000000.0,2915000000.0,,0.0,,0.0,0.0,-407000000.0,297000000.0,510000000.0,400000000.0,3108000000.0,2680000000.0,202000000.0,,,,5788000000.0,56653000000.0,62441000000.0,62441000000.0,,,2478000000.0,,,214000000.0,,770000000.0,-556000000.0,,,,,,,,,,,,,,,
MT.AS,ArcelorMittal,income_statement,2023-12-31,-273888888.888889,0.188889,6100000000.0,-1450000000.0,-1450000000.0,919000000.0,2675000000.0,63538000000.0,4650000000.0,1975000000.0,-568000000.0,715000000.0,570000000.0,2095111111.111111,919000000.0,66178000000.0,,2340000000.0,845000000.0,842000000.0,1.09,1.09,919000000.0,919000000.0,,,919000000.0,-103000000.0,1022000000.0,,1022000000.0,238000000.0,1260000000.0,,-1405000000.0,,1405000000.0,0.0,-568000000.0,423000000.0,715000000.0,570000000.0,2097000000.0,2640000000.0,243000000.0,,,,4737000000.0,63538000000.0,68275000000.0,68275000000.0,,,2397000000.0,,,-269000000.0,0.0,1181000000.0,-45000000.0,,,,,,,,,,,,,,,
MT.AS,ArcelorMittal,income_statement,2022-12-31,48054642.381164,0.152554,13921000000.0,315000000.0,315000000.0,9302000000.0,2580000000.0,67309000000.0,14236000000.0,11656000000.0,-474000000.0,401000000.0,188000000.0,9035054642.381165,9302000000.0,69623000000.0,,10272000000.0,914000000.0,911000000.0,10.18,10.21,9302000000.0,9302000000.0,,,9302000000.0,-236000000.0,9538000000.0,,9538000000.0,1717000000.0,11255000000.0,,0.0,,0.0,,-474000000.0,261000000.0,401000000.0,188000000.0,10221000000.0,2314000000.0,51000000.0,,,,12535000000.0,67309000000.0,79844000000.0,79844000000.0,,,2263000000.0,,,1508000000.0,0.0,1193000000.0,315000000.0,,,,,,,,,,,,,,,
MT.AS,ArcelorMittal,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354000000.0,,,,,,,,,,,,,,,,,,,,,,,16000000.0,,,,,,,,,,,,,,,,,
CS.PA,AXA,income_statement,2025-12-31,0.0,0.243,,,,7448000000.0,-735000000.0,,,,-627000000.0,627000000.0,13513000000.0,7448000000.0,9797000000.0,96289000000.0,,,2055372364.0,2055372364.0,4.766533,4.766533,9623000000.0,9623000000.0,174000000.0,,9797000000.0,-184000000.0,9981000000.0,2349000000.0,7632000000.0,2367000000.0,9999000000.0,,,,,,-627000000.0,,627000000.0,,,,3366000000.0,,,,,,105925000000.0,105925000000.0,,,,,,992000000.0,,,,,77853000000.0,,,,,,,,,,,,,
CS.PA,AXA,income_statement,2024-12-31,0.0,0.246442,,0.0,0.0,7331000000.0,-562000000.0,,,,-607000000.0,607000000.0,12527000000.0,7331000000.0,7886000000.0,93867000000.0,,,2175367655.0,2175367655.0,3.625134,3.625134,7685000000.0,7685000000.0,201000000.0,,7886000000.0,-188000000.0,8074000000.0,555000000.0,7519000000.0,2459000000.0,9978000000.0,,0.0,0.0,,,-607000000.0,,607000000.0,,,,2812000000.0,,,,,,103262000000.0,103262000000.0,,,,,,979000000.0,,,,,73774000000.0,,,,,,,,,,,,,
CS.PA,AXA,income_statement,2023-12-31,-168500.0,0.1685,,-1000000.0,-1000000.0,6852000000.0,,,,9046000000.0,-611000000.0,611000000.0,,6853831500.0,7189000000.0,89235000000.0,,,2226204119.0,2226204119.0,3.31,3.31,7004000000.0,7004000000.0,185000000.0,,7189000000.0,-184000000.0,7373000000.0,337000000.0,7036000000.0,1399000000.0,8435000000.0,,-1000000.0,0.0,,,-611000000.0,,611000000.0,,,,2961000000.0,,,,,,97671000000.0,97671000000.0,,,,,,949000000.0,,,,,71681000000.0,,,,,,,,,,,,,
CS.PA,AXA,income_statement,2022-12-31,0.0,0.2042,,0.0,0.0,5061000000.0,54000000.0,,,7235000000.0,-652000000.0,652000000.0,248000000.0,5061000000.0,5061000000.0,74878000000.0,,,2297000000.0,2290000000.0,2.12,2.13,4879000000.0,4879000000.0,182000000.0,,5061000000.0,-146000000.0,5207000000.0,,5207000000.0,1376000000.0,6583000000.0,,0.0,0.0,0.0,,-652000000.0,,652000000.0,,,,3872000000.0,54000000.0,,,,,81461000000.0,81461000000.0,54000000.0,,10365000000.0,,10365000000.0,2660000000.0,,,,121000000.0,74469000000.0,,,,,,,,,,,,,
CS.PA,AXA,income_statement,2021-12-31,,,,-393000000.0,-393000000.0,,388000000.0,,,,,,472000000.0,,,,,,,,,,,,,,,,,,,,,,-393000000.0,0.0,0.0,,,,,,,,,388000000.0,,,,,,,388000000.0,,10386000000.0,,10386000000.0,,,,,140000000.0,,,,,,,,,,,,,,
BNP.PA,BNP Paribas,income_statement,2025-12-31,14245000.0,0.259,,55000000.0,55000000.0,12225000000.0,8055000000.0,,,,21203000000.0,50329000000.0,71532000000.0,12184245000.0,12225000000.0,,,,1188046647.0,1188046647.0,10.29,10.29,11520000000.0,11520000000.0,705000000.0,,12225000000.0,-633000000.0,12858000000.0,,12858000000.0,4207000000.0,17065000000.0,,-12000000.0,56000000.0,,-48000000.0,,,,,,49005000000.0,11086000000.0,2367000000.0,2367000000.0,16703000000.0,,,68804000000.0,68804000000.0,,,,,,,,,-1253000000.0,4000000.0,,-288000000.0,,,,,,,,,,,,
BNP.PA,BNP Paribas,income_statement,2024-12-31,19912000.0,0.262,,76000000.0,76000000.0,11688000000.0,7272000000.0,,,,19524000000.0,63496000000.0,83020000000.0,11631912000.0,11688000000.0,,,,1133302357.0,1133302357.0,9.57,9.57,10843000000.0,10843000000.0,845000000.0,,11688000000.0,-499000000.0,12187000000.0,0.0,12187000000.0,4001000000.0,16188000000.0,,16000000.0,191000000.0,,-241000000.0,,,,,,47403000000.0,11428000000.0,2356000000.0,2356000000.0,15729000000.0,,,65870000000.0,65870000000.0,,,,,,,,,33000000.0,34000000.0,,-253000000.0,,,,,,,,,,,,
BNP.PA,BNP Paribas,income_statement,2023-12-31,-7325000.0,0.293,,-25000000.0,-25000000.0,8028000000.0,6245000000.0,,,,19058000000.0,60484000000.0,79542000000.0,8045675000.0,10975000000.0,,,,1200367337.0,1200367337.0,8.58,8.58,10298000000.0,10298000000.0,677000000.0,,10975000000.0,-431000000.0,11406000000.0,2947000000.0,8459000000.0,3266000000.0,11725000000.0,,-123000000.0,104000000.0,,0.0,,,,,,44818000000.0,12999000000.0,2224000000.0,2224000000.0,12103000000.0,,,59735000000.0,59735000000.0,,,,,,,,,-3410000000.0,19000000.0,,-283000000.0,,,,,,,,,,,,
BNP.PA,BNP Paribas,income_statement,2022-12-31,28512000.0,0.297,,96000000.0,96000000.0,9161000000.0,6465000000.0,,,,20933000000.0,20149000000.0,41082000000.0,9121512000.0,9848000000.0,,,,1232991607.0,1232991607.0,7.52,7.52,9273000000.0,9273000000.0,575000000.0,,9848000000.0,-400000000.0,10248000000.0,687000000.0,9561000000.0,3653000000.0,13214000000.0,,-52000000.0,253000000.0,17000000.0,-249000000.0,,,,,,41885000000.0,12702000000.0,2284000000.0,2284000000.0,10365000000.0,,,57477000000.0,57477000000.0,,,10447000000.0,,10447000000.0,,,,11439000000.0,20000000.0,,-343000000.0,,,,,,,,,,,,
BNP.PA,BNP Paribas,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720000000.0,,,,,,,-12000000.0,,,,,,,,,,,,,,,,,,9679000000.0,,9679000000.0,,,,,,,,,,,,,,,,,,,
EN.PA,Bouygues,income_statement,2025-12-31,-130603000.0,0.341,6141000000.0,-383000000.0,-383000000.0,1138000000.0,3352000000.0,25176000000.0,5758000000.0,2406000000.0,-433000000.0,479000000.0,123000000.0,1390397000.0,1138000000.0,54147000000.0,5000000.0,2331000000.0,382276182.0,381187996.0,2.99,2.99,1138000000.0,1138000000.0,0.0,,1138000000.0,-134000000.0,1272000000.0,0.0,1272000000.0,655000000.0,1927000000.0,,-484000000.0,-90000000.0,574000000.0,,-433000000.0,77000000.0,479000000.0,123000000.0,2730000000.0,28971000000.0,11384000000.0,3119000000.0,3119000000.0,5000000.0,31701000000.0,25176000000.0,56877000000.0,56877000000.0,,,,,,,,,,,,,,,,,,,,,,,,
EN.PA,Bouygues,income_statement,2024-12-31,-122728000.0,0.3335,5760000000.0,-368000000.0,-368000000.0,1058000000.0,3074000000.0,25554000000.0,5392000000.0,2318000000.0,-381000000.0,479000000.0,166000000.0,1303272000.0,1058000000.0,54106000000.0,8000000.0,2242000000.0,377842810.0,377397453.0,2.8,2.8,1058000000.0,1058000000.0,0.0,,1058000000.0,-164000000.0,1222000000.0,0.0,1222000000.0,617000000.0,1839000000.0,,-399000000.0,-80000000.0,479000000.0,,-381000000.0,68000000.0,479000000.0,166000000.0,2646000000.0,28552000000.0,11564000000.0,2993000000.0,2993000000.0,8000000.0,31198000000.0,25554000000.0,56752000000.0,56752000000.0,,,,,,,,,,,,,,,,,,,,,,,,
EN.PA,Bouygues,income_statement,2023-12-31,-41459200.0,0.3239,5265000000.0,-128000000.0,-128000000.0,1040000000.0,2915000000.0,26013000000.0,5137000000.0,2222000000.0,-434000000.0,474000000.0,105000000.0,1126540800.0,1040000000.0,53780000000.0,2000000.0,2113000000.0,375451264.0,375451264.0,2.77,2.77,1040000000.0,1040000000.0,0.0,,1040000000.0,-161000000.0,1201000000.0,0.0,1201000000.0,547000000.0,1748000000.0,,-150000000.0,-184000000.0,334000000.0,,-434000000.0,65000000.0,474000000.0,105000000.0,2237000000.0,27767000000.0,11556000000.0,2905000000.0,2905000000.0,2000000.0,30004000000.0,26013000000.0,56017000000.0,56017000000.0,,,,,,,,,,,,,,,,,,,,,,,,
EN.PA,Bouygues,income_statement,2022-12-31,20865000.0,0.2675,4453000000.0,78000000.0,78000000.0,973000000.0,2685000000.0,19511000000.0,4531000000.0,1846000000.0,-289000000.0,291000000.0,29000000.0,915865000.0,973000000.0,42602000000.0,26000000.0,1872000000.0,381180055.0,381180055.0,2.55,2.55,973000000.0,973000000.0,0.0,,973000000.0,-158000000.0,1131000000.0,,1131000000.0,424000000.0,1555000000.0,,12000000.0,-184000000.0,172000000.0,,-289000000.0,27000000.0,291000000.0,29000000.0,1796000000.0,23091000000.0,10960000000.0,2674000000.0,2674000000.0,26000000.0,24887000000.0,19511000000.0,44398000000.0,44398000000.0,,,10572000000.0,,10572000000.0,,,,,,,,,,,,,,,,,,,
EN.PA,Bouygues,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8614000000.0,,8614000000.0,,,,,,,,,,,,,,,,,,,
CAP.PA,Capgemini,income_statement,2025-12-31,-68880000.0,0.246,3345000000.0,-280000000.0,-280000000.0,1601000000.0,698000000.0,16390000000.0,3065000000.0,2367000000.0,-23000000.0,198000000.0,156000000.0,1812120000.0,1601000000.0,19964000000.0,,2199000000.0,175390017.0,169347632.0,9.13,9.46,1601000000.0,1601000000.0,0.0,,1601000000.0,-6000000.0,1607000000.0,,1607000000.0,534000000.0,2169000000.0,,-302000000.0,,,302000000.0,-23000000.0,-19000000.0,198000000.0,156000000.0,2501000000.0,3574000000.0,116000000.0,138000000.0,0.0,,6075000000.0,16390000000.0,22465000000.0,22465000000.0,138000000.0,,3092000000.0,1611000000.0,1481000000.0,,,,,,,,,,,,,,,,,,,
CAP.PA,Capgemini,income_statement,2024-12-31,-57205149.852258,0.287463,3434000000.0,-199000000.0,-199000000.0,1671000000.0,683000000.0,16044000000.0,3235000000.0,2552000000.0,24000000.0,183000000.0,207000000.0,1812794850.147742,1671000000.0,19564000000.0,,2356000000.0,176375256.0,170201409.0,9.47,9.82,1671000000.0,1671000000.0,0.0,,1671000000.0,-6000000.0,1677000000.0,,1677000000.0,681000000.0,2369000000.0,,-176000000.0,,,176000000.0,24000000.0,,183000000.0,207000000.0,2532000000.0,3520000000.0,46000000.0,125000000.0,0.0,,6052000000.0,16044000000.0,22096000000.0,22096000000.0,125000000.0,,3118000000.0,1634000000.0,1484000000.0,,,,,,,,,,,,,,,,,,,
CAP.PA,Capgemini,income_statement,2023-12-31,-64936631.944444,0.271701,3429000000.0,-239000000.0,-239000000.0,1663000000.0,700000000.0,16474000000.0,3190000000.0,2490000000.0,-24000000.0,186000000.0,171000000.0,1837063368.055556,1663000000.0,19938000000.0,,2346000000.0,177396346.0,171350138.0,9.37,9.7,1663000000.0,1663000000.0,0.0,,1663000000.0,-5000000.0,1668000000.0,,1668000000.0,626000000.0,2304000000.0,,-238000000.0,,,238000000.0,-24000000.0,9000000.0,186000000.0,171000000.0,2584000000.0,3464000000.0,49000000.0,123000000.0,0.0,,6048000000.0,16474000000.0,22522000000.0,22522000000.0,123000000.0,,3057000000.0,1598000000.0,1459000000.0,,,,,,,,,,,,,,,,,,,
