ticker,company_name,statement,fiscal_year_end,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,PreferredStockDividends,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeDiscontinuousOperations,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,RentAndLandingFees,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,Amortization,ResearchAndDevelopment,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,OtherIncomeExpense,GainOnSaleOfBusiness,EarningsFromEquityInterest,GainOnSaleOfSecurity,ImpairmentOfCapitalAssets,NetPolicyholderBenefitsAndClaims,InsuranceAndClaims,AverageDilutionEarnings,GainOnSaleOfPPE,SecuritiesAmortization,OtherTaxes,ProvisionForDoubtfulAccounts,DepreciationAmortizationDepletionIncomeStatement,SalariesAndWages,EarningsFromEquityInterestNetOfTax,AmortizationOfIntangiblesIncomeStatement,OtherGandA,NetIncomeExtraordinary,ExciseTaxes
STMPA.PA,STMicroelectronics,income_statement,2022-12-31,-1680000.0,0.12,5729000000.0,-14000000.0,-14000000.0,3960000000.0,1216000000.0,8493000000.0,5715000000.0,4499000000.0,58000000.0,13000000.0,71000000.0,3972320000.0,3960000000.0,11848000000.0,,4439000000.0,912270458.0,905606885.0,4.74,4.77,3962000000.0,3960000000.0,,,3960000000.0,-6000000.0,3966000000.0,,3966000000.0,520000000.0,4486000000.0,162000000.0,-29000000.0,31000000.0,0.0,,58000000.0,,13000000.0,71000000.0,4280000000.0,3355000000.0,,,,,7635000000.0,8493000000.0,16128000000.0,16083000000.0,,1901000000.0,1454000000.0,,1465000000.0,148000000.0,,0.0,15000000.0,,,,2000000.0,2000000.0,,,,,11000000.0,,,1454000000.0,,
STMPA.PA,STMicroelectronics,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,-162000000.0,,,,,,,,,,,,1323000000.0,,,0.0,,1000000.0,,,,,,,,,10000000.0,,,1323000000.0,,
TEP.PA,Teleperformance,income_statement,2025-12-31,-35696000.0,0.368,1792000000.0,0.0,-97000000.0,497000000.0,739000000.0,6979000000.0,1792000000.0,1053000000.0,-237000000.0,267000000.0,27000000.0,655304000.0,497000000.0,,112000000.0,1055000000.0,59145557.0,58606764.0,8.4,8.47,497000000.0,497000000.0,0.0,,497000000.0,,497000000.0,,497000000.0,289000000.0,786000000.0,,-97000000.0,,,,-237000000.0,-3000000.0,267000000.0,27000000.0,1152000000.0,2078400000.0,881000000.0,739000000.0,521000000.0,112000000.0,3230400000.0,6979000000.0,10209400000.0,10209400000.0,218000000.0,,210000000.0,,210000000.0,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,income_statement,2024-12-31,-35037974.683544,0.398159,1967000000.0,-59000000.0,-88000000.0,523000000.0,779000000.0,6927000000.0,1908000000.0,1129000000.0,-248000000.0,260000000.0,29000000.0,604962025.316456,523000000.0,9110800000.0,119000000.0,1082000000.0,60035782.0,59706774.0,8.71,8.76,523000000.0,523000000.0,0.0,,523000000.0,,523000000.0,,523000000.0,346000000.0,869000000.0,,-88000000.0,-5000000.0,,64000000.0,-248000000.0,17000000.0,260000000.0,29000000.0,1169000000.0,2183800000.0,914000000.0,779000000.0,559000000.0,119000000.0,3352800000.0,6927000000.0,10279800000.0,10279800000.0,220000000.0,,213000000.0,,213000000.0,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,income_statement,2023-12-31,-1112000.0,0.278,1610000000.0,0.0,-4000000.0,592000000.0,639000000.0,5630000000.0,1610000000.0,971000000.0,-167000000.0,151000000.0,21000000.0,598888000.0,592000000.0,7343300000.0,95000000.0,998000000.0,59096870.0,58603469.0,10.01,10.09,592000000.0,592000000.0,0.0,,592000000.0,0.0,592000000.0,,592000000.0,228000000.0,820000000.0,,-4000000.0,,,,-167000000.0,37000000.0,151000000.0,21000000.0,1001700000.0,1713300000.0,611000000.0,639000000.0,485000000.0,95000000.0,2715000000.0,5630000000.0,8345000000.0,8345000000.0,154000000.0,,199000000.0,,199000000.0,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,income_statement,2022-12-31,-2280000.0,0.285,1627000000.0,0.0,-8000000.0,643000000.0,631000000.0,5367000000.0,1627000000.0,996000000.0,-109000000.0,97000000.0,10000000.0,656720000.0,643000000.0,7154000000.0,86000000.0,992000000.0,59707849.0,58894129.0,10.77,10.92,643000000.0,643000000.0,0.0,,643000000.0,0.0,643000000.0,,643000000.0,256000000.0,899000000.0,,-8000000.0,,,,-109000000.0,22000000.0,97000000.0,10000000.0,1000000000.0,1787000000.0,679000000.0,631000000.0,488000000.0,86000000.0,2787000000.0,5367000000.0,8154000000.0,8154000000.0,143000000.0,,201000000.0,,201000000.0,,,,,,,,,,,,,,,,,,,
HO.PA,Thales,income_statement,2025-12-31,-40780800.0,0.216,3600300000.0,-188800000.0,-188800000.0,1674500000.0,1087300000.0,16283200000.0,3411500000.0,2324200000.0,-160800000.0,287900000.0,116800000.0,1822519200.0,1674500000.0,19917700000.0,,2086700000.0,205879000.0,205476000.0,8.13,8.15,1674500000.0,1674500000.0,0.0,,1674500000.0,34200000.0,1640300000.0,0.0,1639800000.0,396500000.0,2036300000.0,,-155100000.0,-11000000.0,0.0,166100000.0,-160800000.0,-10300000.0,287900000.0,116800000.0,2218700000.0,3634500000.0,,,,,5853200000.0,16283200000.0,22136400000.0,22136400000.0,,1327800000.0,,1581600000.0,725100000.0,,,,,0.0,,,,,,,,,,,,,,
HO.PA,Thales,income_statement,2024-12-31,-125172000.0,0.228,3221400000.0,-549000000.0,-549000000.0,1007400000.0,1155400000.0,15202700000.0,2672400000.0,1517000000.0,-181800000.0,337400000.0,123500000.0,1431228000.0,1419500000.0,18759600000.0,,1698700000.0,206021000.0,205523000.0,6.89,6.91,1419500000.0,1419500000.0,0.0,,1419500000.0,75100000.0,1344400000.0,412100000.0,932300000.0,247300000.0,1179600000.0,,-554800000.0,260200000.0,157600000.0,137000000.0,-181800000.0,-32100000.0,337400000.0,123500000.0,1817000000.0,3556900000.0,,,,,5373900000.0,15202700000.0,20576600000.0,20576600000.0,,1273700000.0,,1590300000.0,692900000.0,,,,,0.0,,,,,,,,,,,,,,
HO.PA,Thales,income_statement,2023-12-31,-124147200.0,0.244,2965100000.0,-508800000.0,-508800000.0,949100000.0,1045100000.0,13662000000.0,2456300000.0,1411200000.0,-85500000.0,230400000.0,161400000.0,1333752800.0,1023400000.0,16774700000.0,,1562300000.0,209163000.0,208507000.0,4.89,4.91,1023400000.0,1023400000.0,0.0,,1023400000.0,20500000.0,1002900000.0,74300000.0,928600000.0,252200000.0,1180800000.0,,-479300000.0,327500000.0,0.0,151800000.0,-85500000.0,16500000.0,230400000.0,161400000.0,1653700000.0,3112700000.0,,,,,4766400000.0,13662000000.0,18428400000.0,18428400000.0,,1107700000.0,,1384000000.0,621000000.0,,,,,0.0,,,,,,,,,,,,,,
HO.PA,Thales,income_statement,2022-12-31,-36303300.0,0.193,2698300000.0,-188100000.0,-188100000.0,1111500000.0,1058800000.0,13113400000.0,2510200000.0,1451400000.0,-60100000.0,104400000.0,25800000.0,1263296700.0,1120600000.0,16125900000.0,,1344400000.0,212348000.0,211833000.0,5.28,5.29,1120600000.0,1120600000.0,0.0,,1120600000.0,-10400000.0,1131000000.0,9100000.0,1121900000.0,225100000.0,1347000000.0,,-122400000.0,6600000.0,,115800000.0,-60100000.0,-18500000.0,104400000.0,25800000.0,1442900000.0,3012500000.0,,,,,4455400000.0,13113400000.0,17568800000.0,17568800000.0,,1063600000.0,,1350400000.0,598500000.0,,,,,0.0,,,,,,,,,,,,,,
TTE.PA,TotalEnergies,income_statement,2025-12-31,437500000.0,0.25,37104000000.0,1750000000.0,1750000000.0,13127000000.0,13847000000.0,130497000000.0,38854000000.0,25007000000.0,-1127000000.0,2558000000.0,1115000000.0,11814500000.0,13127000000.0,162419000000.0,,,2247773973.0,2247773973.0,5.78,5.84,13127000000.0,13127000000.0,,,13127000000.0,-230000000.0,13357000000.0,,13357000000.0,9092000000.0,22449000000.0,-652000000.0,1568000000.0,,,,-1127000000.0,-316000000.0,2558000000.0,1115000000.0,19925000000.0,31922000000.0,31922000000.0,,,,51847000000.0,130497000000.0,182344000000.0,201196000000.0,,,,,,3651000000.0,,2553000000.0,182000000.0,,,,,1568000000.0,,,,,,,,,,18852000000.0
TTE.PA,TotalEnergies,income_statement,2024-12-31,380750000.0,0.25,40754000000.0,1523000000.0,1523000000.0,15758000000.0,13107000000.0,140078000000.0,42277000000.0,29170000000.0,-290000000.0,2364000000.0,1786000000.0,14615750000.0,15758000000.0,171505000000.0,,,2337982196.0,2337982196.0,6.69,6.74,15758000000.0,15758000000.0,,,15758000000.0,-273000000.0,16031000000.0,,16031000000.0,10775000000.0,26806000000.0,-107000000.0,1497000000.0,,,,-290000000.0,-288000000.0,2364000000.0,1786000000.0,24105000000.0,31427000000.0,31427000000.0,,,,55532000000.0,140078000000.0,195610000000.0,214550000000.0,,,,,,2991000000.0,,1575000000.0,26000000.0,,,,,1497000000.0,,,,,,,,,,18940000000.0
TTE.PA,TotalEnergies,income_statement,2023-12-31,931922064.864554,0.382092,48343000000.0,2439000000.0,2439000000.0,21384000000.0,13818000000.0,156572000000.0,50782000000.0,36964000000.0,-84000000.0,2153000000.0,1801000000.0,19876922064.864555,21384000000.0,188088000000.0,,,2452293578.0,2452293578.0,8.67,8.72,21384000000.0,21384000000.0,,,21384000000.0,-126000000.0,21510000000.0,,21510000000.0,13301000000.0,34811000000.0,-246000000.0,3059000000.0,,,,-84000000.0,-268000000.0,2153000000.0,1801000000.0,30857000000.0,31516000000.0,31516000000.0,,,,62373000000.0,156572000000.0,218945000000.0,237128000000.0,,,,,,4038000000.0,,1845000000.0,-620000000.0,,,,,3059000000.0,,,,,,,,,,18183000000.0
TTE.PA,TotalEnergies,income_statement,2022-12-31,-213500000.0,0.25,59896000000.0,-854000000.0,-854000000.0,20526000000.0,13680000000.0,182099000000.0,59042000000.0,45362000000.0,-609000000.0,2076000000.0,1143000000.0,21166500000.0,20526000000.0,213617000000.0,,,2594943110.0,2594943110.0,7.85,7.91,20526000000.0,20526000000.0,,,20526000000.0,-518000000.0,21044000000.0,,21044000000.0,22242000000.0,43286000000.0,-3052000000.0,-369000000.0,,,,-609000000.0,-324000000.0,2076000000.0,1143000000.0,49693000000.0,31518000000.0,31518000000.0,,,,81211000000.0,182099000000.0,263310000000.0,280999000000.0,,,,,,-5798000000.0,,-1892000000.0,-485000000.0,,,,,-369000000.0,,,,,,,,,,17689000000.0
VIE.PA,Veolia,income_statement,2025-12-31,-69958000.0,0.263,6538000000.0,-262000000.0,-266000000.0,1335000000.0,3076000000.0,36523000000.0,6276000000.0,3200000000.0,-958000000.0,876000000.0,,1535042000.0,1217000000.0,40898000000.0,,3208000000.0,732000000.0,729000000.0,1.54,1.55,1217000000.0,1217000000.0,0.0,,1217000000.0,-402000000.0,1619000000.0,-118000000.0,1737000000.0,587000000.0,2324000000.0,,-289000000.0,,145000000.0,140000000.0,-958000000.0,82000000.0,876000000.0,,3498000000.0,4375000000.0,,,,,7873000000.0,36523000000.0,44396000000.0,44396000000.0,,,4326000000.0,993000000.0,3333000000.0,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,income_statement,2024-12-31,-55770000.0,0.286,6337000000.0,-192000000.0,-195000000.0,1201000000.0,2996000000.0,36924000000.0,6020000000.0,3024000000.0,-989000000.0,910000000.0,,1343230000.0,1098000000.0,41440000000.0,,2881000000.0,741000000.0,,,1.45,1098000000.0,1098000000.0,0.0,,1098000000.0,-347000000.0,1445000000.0,-103000000.0,1547000000.0,566000000.0,2114000000.0,,-373000000.0,,201000000.0,169000000.0,-989000000.0,79000000.0,910000000.0,,3252000000.0,4516000000.0,,,,,7768000000.0,36924000000.0,44692000000.0,44692000000.0,,,4459000000.0,1000000000.0,3459000000.0,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,income_statement,2023-12-31,-71492000.0,0.293,5978000000.0,-242000000.0,-244000000.0,961000000.0,3049000000.0,37852000000.0,5736000000.0,2687000000.0,-1043000000.0,818000000.0,,1135508000.0,937000000.0,42242000000.0,,2724000000.0,731000000.0,705000000.0,1.19,1.24,937000000.0,937000000.0,0.0,,937000000.0,-397000000.0,1334000000.0,-24000000.0,1358000000.0,511000000.0,1869000000.0,,-385000000.0,,297000000.0,86000000.0,-1043000000.0,225000000.0,818000000.0,,3110000000.0,4390000000.0,,,,,7500000000.0,37852000000.0,45351000000.0,45352000000.0,,,4334000000.0,998000000.0,3336000000.0,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,income_statement,2022-12-31,-185735000.0,0.307,5879000000.0,-536000000.0,-605000000.0,794000000.0,3194000000.0,35740000000.0,5343000000.0,2149000000.0,-739000000.0,653000000.0,15000000.0,1282265000.0,716000000.0,39964000000.0,,2206000000.0,714000000.0,688000000.0,1.0,1.04,716000000.0,716000000.0,0.0,,716000000.0,-282000000.0,998000000.0,-78000000.0,1076000000.0,420000000.0,1496000000.0,,-716000000.0,,444000000.0,203000000.0,-739000000.0,86000000.0,653000000.0,15000000.0,2922000000.0,4224000000.0,444100000.0,,,,7146000000.0,35740000000.0,42886000000.0,42886000000.0,,,4170000000.0,954000000.0,3216000000.0,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,income_statement,2021-12-31,,,,,,,,,,,,,8000000.0,,,,,,,592900000.0,0.65,,,,,,,,,,,,,,,,,,,,,8000000.0,,,232400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,income_statement,2025-12-31,87696000.0,0.348,13401000000.0,252000000.0,252000000.0,4903000000.0,4207000000.0,30277000000.0,13653000000.0,9446000000.0,-1510000000.0,1510000000.0,,4738696000.0,4903000000.0,66698000000.0,2171000000.0,9364000000.0,566820809.0,555967094.0,8.65,8.818867,4903000000.0,4903000000.0,0.0,,4903000000.0,-372000000.0,5275000000.0,,5275000000.0,2661000000.0,,,59000000.0,-59000000.0,,,-1510000000.0,,1510000000.0,,9004000000.0,36421000000.0,11250000000.0,4206000000.0,2353000000.0,2171000000.0,45425000000.0,30277000000.0,75702000000.0,75702000000.0,1853000000.0,,,,,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,income_statement,2024-12-31,36750000.0,0.294,12659000000.0,125000000.0,125000000.0,4863000000.0,3998000000.0,30425000000.0,12784000000.0,8786000000.0,-1410000000.0,1410000000.0,,4774750000.0,4863000000.0,64190000000.0,2163000000.0,8783000000.0,576868327.0,562417394.0,8.43,8.646603,4863000000.0,4863000000.0,0.0,,4863000000.0,-410000000.0,5274000000.0,,5274000000.0,2102000000.0,,,-21000000.0,21000000.0,,,-1410000000.0,,1410000000.0,,8578000000.0,33765000000.0,10083000000.0,3998000000.0,2146000000.0,2163000000.0,42343000000.0,30425000000.0,72768000000.0,72768000000.0,1852000000.0,,,,,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,income_statement,2023-12-31,49860000.0,0.277,11814000000.0,180000000.0,180000000.0,4702000000.0,3800000000.0,30310000000.0,11994000000.0,8194000000.0,-1175000000.0,1175000000.0,,4571860000.0,4702000000.0,61849000000.0,,8071000000.0,575111896.0,568208021.0,8.18,8.28,4702000000.0,4702000000.0,0.0,,4702000000.0,-400000000.0,5102000000.0,,5102000000.0,1917000000.0,,,-64000000.0,64000000.0,,,-1175000000.0,,1175000000.0,,8036000000.0,31539000000.0,9481000000.0,3799000000.0,1986000000.0,,39575000000.0,30310000000.0,69885000000.0,69885000000.0,1813000000.0,,7585000000.0,,7585000000.0,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,income_statement,2022-12-31,62260000.0,0.283,10358000000.0,220000000.0,220000000.0,4259000000.0,3614000000.0,27282000000.0,10578000000.0,6964000000.0,-754000000.0,810000000.0,133000000.0,4101260000.0,4259000000.0,56110000000.0,,6489000000.0,570510021.0,564345439.0,7.47,7.55,4259000000.0,4259000000.0,0.0,,4259000000.0,-157000000.0,4417000000.0,,4417000000.0,1737000000.0,,,43000000.0,-43000000.0,,,-754000000.0,-56000000.0,810000000.0,133000000.0,6404000000.0,28828000000.0,8364000000.0,3613000000.0,1942000000.0,,35232000000.0,27282000000.0,62514000000.0,62514000000.0,1671000000.0,,6684000000.0,,6684000000.0,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,income_statement,2021-12-31,,,,,,,,,,,,,275000000.0,,,,,,,,,,,,,,,,,,,,3820000000.0,,,,,,,12000000.0,,275000000.0,,,,,,,,,,,,,5533000000.0,,5533000000.0,,,,,,,,,,,,,,,,,,,
VIV.PA,Vivendi,income_statement,2025-12-31,-714285.714286,0.142857,172000000.0,-5000000.0,-5000000.0,18000000.0,50000000.0,213000000.0,167000000.0,117000000.0,-72000000.0,96000000.0,27000000.0,22285714.285714,20000000.0,412000000.0,,18000000.0,996400000.0,993400000.0,0.02,0.02,20000000.0,20000000.0,0.0,,20000000.0,0.0,20000000.0,2000000.0,18000000.0,3000000.0,21000000.0,,-5000000.0,,,5000000.0,-72000000.0,3000000.0,96000000.0,27000000.0,-105000000.0,199000000.0,,,,,94000000.0,213000000.0,307000000.0,307000000.0,,,199000000.0,,199000000.0,,,,,0.0,,,,,,,,,,,,,,
VIV.PA,Vivendi,income_statement,2024-12-31,-44250000.0,0.25,278000000.0,-177000000.0,-177000000.0,-295000000.0,192000000.0,211000000.0,101000000.0,-91000000.0,24000000.0,89000000.0,115000000.0,-162250000.0,-6004000000.0,433000000.0,,-264000000.0,1011200000.0,1007300000.0,-5.96,-5.96,-6004000000.0,-6004000000.0,0.0,,-6004000000.0,-112000000.0,-5892000000.0,-5709000000.0,-183000000.0,3000000.0,-180000000.0,-96000000.0,-154000000.0,,,14000000.0,24000000.0,2000000.0,89000000.0,115000000.0,-136000000.0,222000000.0,,,,,86000000.0,211000000.0,297000000.0,297000000.0,,,222000000.0,,222000000.0,,,,,140000000.0,,,,,,,,,,,,,,
VIV.PA,Vivendi,income_statement,2023-12-31,4750000.0,0.25,310000000.0,19000000.0,19000000.0,212000000.0,52000000.0,221000000.0,329000000.0,277000000.0,169000000.0,62000000.0,230000000.0,197750000.0,405000000.0,458000000.0,,-61000000.0,1024600000.0,1024600000.0,0.4,0.4,405000000.0,405000000.0,0.0,,405000000.0,-53000000.0,458000000.0,193000000.0,265000000.0,-50000000.0,215000000.0,,-9000000.0,,43000000.0,9000000.0,169000000.0,-1000000.0,62000000.0,230000000.0,-146000000.0,237000000.0,,87000000.0,0.0,,91000000.0,221000000.0,312000000.0,312000000.0,87000000.0,,237000000.0,,237000000.0,,,,,0.0,,,,,,,,,,,,,,
VIV.PA,Vivendi,income_statement,2022-12-31,-212000000.0,0.25,965000000.0,-848000000.0,-848000000.0,-712000000.0,597000000.0,5351000000.0,117000000.0,-480000000.0,-155000000.0,68000000.0,17000000.0,-76000000.0,-1010000000.0,9029000000.0,,761000000.0,1034200000.0,1031700000.0,-0.98,-0.98,-1010000000.0,-1010000000.0,0.0,,-1010000000.0,-65000000.0,-945000000.0,-298000000.0,-647000000.0,99000000.0,-548000000.0,,-73000000.0,,29000000.0,44000000.0,-155000000.0,104000000.0,68000000.0,17000000.0,566000000.0,3678000000.0,,107000000.0,0.0,,4244000000.0,5351000000.0,9595000000.0,9595000000.0,107000000.0,,3571000000.0,,3571000000.0,,,,,10000000.0,,,,,,,,,,,,,,
VIV.PA,Vivendi,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WLN.PA,Worldline,income_statement,2025-12-31,-56830400.0,0.011,-3720700000.0,-799900000.0,-5166400000.0,-5138300000.0,353000000.0,1754600000.0,-4520600000.0,-5134100000.0,-82900000.0,94300000.0,30600000.0,4337769600.0,-5156500000.0,4005300000.0,,-4822000000.0,27104823.0,27104823.0,-190.229943,-190.229943,-5156500000.0,-5156500000.0,0.0,,-5156500000.0,26100000.0,-5182600000.0,-18200000.0,-5164400000.0,-60100000.0,-5228400000.0,,-4868900000.0,24800000.0,406900000.0,70700000.0,-82900000.0,19200000.0,94300000.0,30600000.0,24600000.0,2250700000.0,1622400000.0,613500000.0,353000000.0,,2275300000.0,1754600000.0,4029900000.0,4029900000.0,260500000.0,,,,,,,,,,,,0.0,,,,,,,,,,,
WLN.PA,Worldline,income_statement,2024-12-31,-120025000.0,0.25,762000000.0,-480100000.0,-480100000.0,-352000000.0,323500000.0,1746700000.0,281900000.0,-301600000.0,-30600000.0,61200000.0,53900000.0,8075000.0,-297000000.0,4012900000.0,,45100000.0,27346173.0,27346173.0,-10.849617,-10.849617,-297000000.0,-297000000.0,0.0,,-297000000.0,15100000.0,-312100000.0,55000000.0,-367100000.0,4100000.0,-362800000.0,,-142700000.0,43600000.0,11500000.0,87600000.0,-30600000.0,23300000.0,61200000.0,53900000.0,150200000.0,2266200000.0,1673900000.0,583500000.0,323500000.0,,2416400000.0,1746700000.0,4163100000.0,4163100000.0,260000000.0,,,,,,,,,,,,0.0,,,,,,,,,,,
WLN.PA,Worldline,income_statement,2023-12-31,-329500000.0,0.25,-122200000.0,-171000000.0,-1318000000.0,-817300000.0,298400000.0,2097100000.0,-293200000.0,-874700000.0,-29800000.0,43500000.0,32800000.0,1318200000.0,-817300000.0,4179000000.0,,-870000000.0,27302006.0,27302006.0,-29.965608,-29.965608,-817300000.0,-817300000.0,0.0,,-817300000.0,142000000.0,-959300000.0,0.0,-959300000.0,40200000.0,-918200000.0,,-1330400000.0,33300000.0,7400000.0,142700000.0,-29800000.0,19100000.0,43500000.0,32800000.0,431400000.0,2081900000.0,1476700000.0,581500000.0,298400000.0,,2513300000.0,2097100000.0,4610400000.0,4610400000.0,283100000.0,,,,,,,,,,,,0.0,,,,,,,,,,,
WLN.PA,Worldline,income_statement,2022-12-31,-38592000.0,0.268,975500000.0,-144000000.0,-144000000.0,210700000.0,256700000.0,1947600000.0,831500000.0,337200000.0,-45400000.0,43100000.0,100000.0,316108000.0,299200000.0,3863500000.0,,-870000000.0,28492566.0,27211879.0,10.849617,10.952946,307700000.0,299200000.0,0.0,,299200000.0,-4100000.0,303300000.0,88500000.0,214800000.0,78800000.0,294100000.0,,-184500000.0,23300000.0,6200000.0,155000000.0,-45400000.0,2400000.0,43100000.0,100000.0,500600000.0,1915900000.0,1377100000.0,494300000.0,256700000.0,,2416500000.0,1947600000.0,4364100000.0,4364100000.0,237600000.0,,,,,,,,,,,,8500000.0,,,,,,,,,,,
ATO.PA,Atos,income_statement,2025-12-31,-236250000.0,0.25,440000000.0,-779000000.0,-945000000.0,-1404000000.0,470000000.0,4896000000.0,-339000000.0,-809000000.0,-429000000.0,455000000.0,93000000.0,-529250000.0,-1404000000.0,7883000000.0,13000000.0,-828000000.0,19011732.0,19011732.0,-73.831,-73.831,-1404000000.0,-1404000000.0,0.0,,-1404000000.0,1000000.0,-1404000000.0,,-1404000000.0,139000000.0,-1264000000.0,,-945000000.0,139000000.0,7000000.0,641000000.0,-429000000.0,67000000.0,455000000.0,93000000.0,118000000.0,2987000000.0,1367000000.0,470000000.0,444000000.0,13000000.0,3105000000.0,4896000000.0,8001000000.0,8001000000.0,26000000.0,,284000000.0,,284000000.0,,,,,-8000000.0,,,,,,,,,,,,,,
ATO.PA,Atos,income_statement,2024-12-31,246250000.0,0.25,-1934000000.0,3342000000.0,985000000.0,248000000.0,568000000.0,6357000000.0,1408000000.0,840000000.0,-369000000.0,378000000.0,164000000.0,1866250000.0,248000000.0,9702000000.0,8000000.0,-2659000000.0,17903310.0,17903310.0,310.0,340.0,248000000.0,248000000.0,0.0,,248000000.0,0.0,248000000.0,,248000000.0,214000000.0,462000000.0,,-2534000000.0,15000000.0,9000000.0,153000000.0,-369000000.0,155000000.0,378000000.0,164000000.0,-125000000.0,3345000000.0,1399000000.0,568000000.0,511000000.0,8000000.0,3220000000.0,6357000000.0,9577000000.0,9577000000.0,57000000.0,,422000000.0,,422000000.0,,,,,0.0,,,0.0,,,,,,,,,,,
ATO.PA,Atos,income_statement,2023-12-31,-823000000.0,0.25,-1576000000.0,-746000000.0,-3292000000.0,-3441000000.0,695000000.0,7180000000.0,-2322000000.0,-3017000000.0,-208000000.0,315000000.0,187000000.0,1574000000.0,-3441000000.0,10508000000.0,10000000.0,-3106000000.0,1492183.0,1492183.0,-2306.08,-2306.08,-3441000000.0,-3441000000.0,0.0,,-3441000000.0,-1000000.0,-3439000000.0,,-3439000000.0,112000000.0,-3332000000.0,,-3289000000.0,5000000.0,8000000.0,730000000.0,-208000000.0,80000000.0,315000000.0,187000000.0,185000000.0,3328000000.0,1230000000.0,695000000.0,587000000.0,10000000.0,3513000000.0,7180000000.0,10693000000.0,10693000000.0,108000000.0,,404000000.0,,404000000.0,,,,,,,,0.0,,,,,,,,,,,
ATO.PA,Atos,income_statement,2022-12-31,-181250000.0,0.25,486000000.0,-548000000.0,-725000000.0,-1012000000.0,787000000.0,7866000000.0,-62000000.0,-849000000.0,-94000000.0,121000000.0,70000000.0,-291250000.0,-1012000000.0,11426000000.0,11000000.0,-795000000.0,1489241.0,1489241.0,-679.045653,-679.045653,-1012000000.0,-1012000000.0,0.0,,-1012000000.0,0.0,-1012000000.0,,-1012000000.0,46000000.0,-970000000.0,,-640000000.0,6000000.0,6000000.0,451000000.0,-94000000.0,43000000.0,121000000.0,70000000.0,-156000000.0,3560000000.0,1421000000.0,787000000.0,647000000.0,11000000.0,3404000000.0,7866000000.0,11270000000.0,11270000000.0,140000000.0,,429000000.0,,429000000.0,,,,,,,,0.0,,,,,,,,,,,
BVI.PA,Bureau Veritas,income_statement,2025-12-31,16324800.0,0.304,1216600000.0,53700000.0,53700000.0,588000000.0,299500000.0,1794900000.0,1270300000.0,970800000.0,-87700000.0,95400000.0,21400000.0,550624800.0,588000000.0,5527700000.0,73400000.0,992400000.0,,,,,588000000.0,588000000.0,0.0,,588000000.0,-21500000.0,609500000.0,,609500000.0,265900000.0,875400000.0,,53700000.0,-53700000.0,,,-87700000.0,13700000.0,95400000.0,21400000.0,938700000.0,3732800000.0,669000000.0,299500000.0,299500000.0,,4671500000.0,1794900000.0,6466400000.0,6466400000.0,,,,,,,,,,,,,,,,,,,,,,,,
